task,layer,target,scheme,scheme_param,r2_mean,r2_std
push,17,obj_acceleration,random_per_sample,-2,-2.0124903440475466,0.674553385331038
push,17,contact_flag,baseline_full,-1,0.17898569256067276,0.20371172791021314
push,17,contact_flag,mean_over_slots,-1,0.5144698977470398,0.19356466110660106
push,17,contact_flag,single_slot,0,0.5646746695041657,0.16542824345994456
push,17,contact_flag,single_slot,3,0.5466096758842468,0.10544375496552029
push,17,contact_flag,single_slot,7,0.5706686854362488,0.17554435854483053
push,17,contact_flag,prefix,0,0.564629340171814,0.16552662870631207
push,17,contact_flag,prefix,3,0.18512217998504638,0.22044463040809567
push,17,contact_flag,prefix,7,0.17898569256067276,0.20371172791021314
push,17,contact_flag,reverse,-1,0.1783848524093628,0.20676183057020675
push,17,contact_flag,random_global_perm,-1,0.17889655828475953,0.20599605665693466
push,17,contact_flag,random_per_sample,-2,0.29954887633211913,0.18840187638124337
push,17,contact_force_log1p_mag,baseline_full,-1,-0.3856752276420593,0.633951537647489
push,17,contact_force_log1p_mag,mean_over_slots,-1,0.20323988199234008,0.35781163712017683
push,17,contact_force_log1p_mag,single_slot,0,0.3242019176483154,0.30554803066891206
push,17,contact_force_log1p_mag,single_slot,3,0.3371254563331604,0.24090990264131962
push,17,contact_force_log1p_mag,single_slot,7,0.3722883939743042,0.288330840036028
push,17,contact_force_log1p_mag,prefix,0,0.32414731979370115,0.3057055157846457
push,17,contact_force_log1p_mag,prefix,3,-0.3898770213127136,0.6861611346374775
push,17,contact_force_log1p_mag,prefix,7,-0.3856752276420593,0.633951537647489
push,17,contact_force_log1p_mag,reverse,-1,-0.38471447229385375,0.6319139037739193
push,17,contact_force_log1p_mag,random_global_perm,-1,-0.37489129304885865,0.6283492322528043
push,17,contact_force_log1p_mag,random_per_sample,-2,-0.16529664993286133,0.5184804239345978
push,19,ee_acceleration,baseline_full,-1,-1.1468124032020568,0.4456975984361668
push,19,ee_acceleration,mean_over_slots,-1,-0.4318575210869312,0.4160221350285745
