task,layer,target,condition_type,condition_value,n_windows,r2_mean,r2_std
strike,16,ee_acceleration,phase,phase=7,5767,0.5752733945846558,0.04946833824392233
strike,16,ee_acceleration,phase,phase=0,2572,-0.9023647665977478,0.3523069575166762
strike,16,ee_acceleration,phase,phase=5,2285,0.42290502190589907,0.032213967297039243
strike,16,contact_force_log1p_mag,all,all,10679,0.4314212679862976,0.16625528905674616
strike,16,contact_force_log1p_mag,contact,0,9768,-0.6091150760650634,0.5682092501199366
strike,16,contact_force_log1p_mag,contact,1,911,-1.3468271017074585,0.7595615568963598
strike,16,contact_force_log1p_mag,contact_phase3,pre,1619,1.0,0.0
strike,16,contact_force_log1p_mag,contact_phase3,during,967,-2.3041607618331907,1.8906120481955424
strike,16,contact_force_log1p_mag,contact_phase3,post,8093,-0.825980257987976,0.488608239325573
strike,16,contact_force_log1p_mag,phase,phase=7,5767,1.0,0.0
strike,16,contact_force_log1p_mag,phase,phase=0,2572,0.02288750410079956,0.45716196364029493
strike,16,contact_force_log1p_mag,phase,phase=5,2285,0.3620995759963989,0.16828675890409042
strike,17,ee_position,all,all,10679,0.9814403891563416,0.0059730510241535
strike,17,ee_position,contact,0,9768,0.9749742031097413,0.015862723702123046
strike,17,ee_position,contact,1,911,0.9427563071250915,0.03149790625709075
strike,17,ee_position,contact_phase3,pre,1619,0.8989964842796325,0.09643491341098072
strike,17,ee_position,contact_phase3,during,967,0.9433410048484803,0.03947183707436114
strike,17,ee_position,contact_phase3,post,8093,0.9840123176574707,0.00839299866138145
strike,17,ee_position,phase,phase=7,5767,0.2844138890504837,0.07184743817357533
strike,17,ee_position,phase,phase=0,2572,0.9687300086021423,0.008865505688707252
strike,17,ee_position,phase,phase=5,2285,0.971508800983429,0.02392748983570805
strike,17,ee_velocity,all,all,10679,0.9253090381622314,0.017140954830556956
strike,17,ee_velocity,contact,0,9768,0.9337386965751648,0.022508258791919613
strike,17,ee_velocity,contact,1,911,0.8203270554542541,0.07620141438680776
strike,17,ee_velocity,contact_phase3,pre,1619,0.6648772656917572,0.24147605272881603
strike,17,ee_velocity,contact_phase3,during,967,0.8690131664276123,0.033508874468067815
strike,17,ee_velocity,contact_phase3,post,8093,0.9435471057891845,0.019415774114848596
strike,17,ee_velocity,phase,phase=7,5767,0.7731569051742554,0.027028572750724393
strike,17,ee_velocity,phase,phase=0,2572,0.8529332280158997,0.05510152206672809
strike,17,ee_velocity,phase,phase=5,2285,0.87059006690979,0.04391172096537265
strike,17,ee_acceleration,all,all,10679,0.26240659058094024,0.09793510446582106
strike,17,ee_acceleration,contact,0,9768,0.35599313080310824,0.08977727412179554
strike,17,ee_acceleration,contact,1,911,-3.7798516511917115,3.2696881908548194
strike,17,ee_acceleration,contact_phase3,pre,1619,-2.418119317293167,2.7724820913495605
strike,17,ee_acceleration,contact_phase3,during,967,-5.208932423591614,5.199753287133629
strike,17,ee_acceleration,contact_phase3,post,8093,0.5415040612220764,0.061772320426222854
strike,17,ee_acceleration,phase,phase=7,5767,0.6480743765830994,0.04715334349356139
strike,17,ee_acceleration,phase,phase=0,2572,-0.5324997961521148,0.1597220310645049
strike,17,ee_acceleration,phase,phase=5,2285,0.31884449124336245,0.04942455297071163
strike,17,contact_force_log1p_mag,all,all,10679,0.49303308725357053,0.19655348526761485
strike,17,contact_force_log1p_mag,contact,0,9768,-0.7201013326644897,0.6848346480777542
strike,17,contact_force_log1p_mag,contact,1,911,-0.5079701781272888,0.5077176904615796
strike,17,contact_force_log1p_mag,contact_phase3,pre,1619,1.0,0.0
strike,17,contact_force_log1p_mag,contact_phase3,during,967,-1.587418007850647,0.7904627356053545
strike,17,contact_force_log1p_mag,contact_phase3,post,8093,-0.8694160938262939,0.5154813997566081
strike,17,contact_force_log1p_mag,phase,phase=7,5767,1.0,0.0
strike,17,contact_force_log1p_mag,phase,phase=0,2572,0.10432021617889405,0.3432567771950276
strike,17,contact_force_log1p_mag,phase,phase=5,2285,0.4263607859611511,0.14893295783165356
strike,18,ee_position,all,all,10679,0.9844869375228882,0.004965725028961117
strike,18,ee_position,contact,0,9768,0.9785030961036683,0.014787616415581422
strike,18,ee_position,contact,1,911,0.946475374698639,0.02172967495197312
strike,18,ee_position,contact_phase3,pre,1619,0.9194420099258422,0.07790296356814833
strike,18,ee_position,contact_phase3,during,967,0.9542098045349121,0.012411595787899438
strike,18,ee_position,contact_phase3,post,8093,0.9858307123184205,0.007706704742269132
strike,18,ee_position,phase,phase=7,5767,0.16007930934429168,0.0967688346409776
strike,18,ee_position,phase,phase=0,2572,0.9737568259239197,0.013673676718166619
strike,18,ee_position,phase,phase=5,2285,0.9745073914527893,0.021232751156883247
strike,18,ee_velocity,all,all,10679,0.933786153793335,0.018116742495639816
strike,18,ee_velocity,contact,0,9768,0.935330581665039,0.02703907415303718
strike,18,ee_velocity,contact,1,911,0.8627749443054199,0.04575475894969757
strike,18,ee_velocity,contact_phase3,pre,1619,0.6736786067485809,0.27277557401971475
strike,18,ee_velocity,contact_phase3,during,967,0.8769623875617981,0.034481748605220824
strike,18,ee_velocity,contact_phase3,post,8093,0.9492283225059509,0.021169189454111465
strike,18,ee_velocity,phase,phase=7,5767,0.7834587812423706,0.04441964087953283
strike,18,ee_velocity,phase,phase=0,2572,0.8532322406768799,0.04410769449870313
strike,18,ee_velocity,phase,phase=5,2285,0.8814354300498962,0.04163793792780571
strike,18,ee_acceleration,all,all,10679,0.19541501104831696,0.23344199378177916
strike,18,ee_acceleration,contact,0,9768,0.3313787214457989,0.177082541562274
strike,18,ee_acceleration,contact,1,911,-2.3852174997329714,1.1535241371693108
strike,18,ee_acceleration,contact_phase3,pre,1619,-1.8225878179073334,2.3607417559697272
strike,18,ee_acceleration,contact_phase3,during,967,-4.1834733247756954,1.9164504784744325
strike,18,ee_acceleration,contact_phase3,post,8093,0.5507289886474609,0.07086064355416423
strike,18,ee_acceleration,phase,phase=7,5767,0.6331912159919739,0.07474317702068509
strike,18,ee_acceleration,phase,phase=0,2572,-0.5363938391208649,0.1793614829035751
strike,18,ee_acceleration,phase,phase=5,2285,0.35405648946762086,0.06509155275707926
strike,18,contact_force_log1p_mag,all,all,10679,0.49251779317855837,0.15362956238628495
strike,18,contact_force_log1p_mag,contact,0,9768,-0.6129645586013794,0.6562263028716664
strike,18,contact_force_log1p_mag,contact,1,911,-0.599990963935852,0.3770862482623228
strike,18,contact_force_log1p_mag,contact_phase3,pre,1619,1.0,0.0
strike,18,contact_force_log1p_mag,contact_phase3,during,967,-1.295032525062561,0.42641898574256215
strike,18,contact_force_log1p_mag,contact_phase3,post,8093,-0.8005105018615722,0.5262549112311786
strike,18,contact_force_log1p_mag,phase,phase=7,5767,1.0,0.0
strike,18,contact_force_log1p_mag,phase,phase=0,2572,-0.13762340545654297,0.9746590956898525
strike,18,contact_force_log1p_mag,phase,phase=5,2285,0.46630207300186155,0.13005774906102774
strike,19,ee_position,all,all,10679,0.9843833446502686,0.005619476398785823
strike,19,ee_position,contact,0,9768,0.9791581034660339,0.014222648182951592
strike,19,ee_position,contact,1,911,0.961637818813324,0.009992880781558891
strike,19,ee_position,contact_phase3,pre,1619,0.9097482681274414,0.08574605107686463
strike,19,ee_position,contact_phase3,during,967,0.9665869474411011,0.013073057469094025
strike,19,ee_position,contact_phase3,post,8093,0.9853988766670227,0.008811900697103579
strike,19,ee_position,phase,phase=7,5767,0.10406691022217274,0.2335044951947184
strike,19,ee_position,phase,phase=0,2572,0.9697905063629151,0.016430540059942753
strike,19,ee_position,phase,phase=5,2285,0.9754930734634399,0.018888938303810044
strike,19,ee_velocity,all,all,10679,0.9351999640464783,0.01964461236186008
strike,19,ee_velocity,contact,0,9768,0.939103901386261,0.0236567064105588
strike,19,ee_velocity,contact,1,911,0.8637157678604126,0.04191946637163776
strike,19,ee_velocity,contact_phase3,pre,1619,0.5410795390605927,0.44274129629748393
strike,19,ee_velocity,contact_phase3,during,967,0.8853738665580749,0.02977889834077765
strike,19,ee_velocity,contact_phase3,post,8093,0.9470295786857605,0.022116982613264283
strike,19,ee_velocity,phase,phase=7,5767,0.7645766377449036,0.035115776206607885
strike,19,ee_velocity,phase,phase=0,2572,0.8513313293457031,0.06749299235361496
strike,19,ee_velocity,phase,phase=5,2285,0.8584133267402649,0.06425250353925639
strike,19,ee_acceleration,all,all,10679,0.2667472384870052,0.12275158033046098
strike,19,ee_acceleration,contact,0,9768,0.3493975311517715,0.11654515735008102
strike,19,ee_acceleration,contact,1,911,-4.358897948265076,3.5881713844071497
strike,19,ee_acceleration,contact_phase3,pre,1619,-0.8653993546962738,0.8199102138094602
strike,19,ee_acceleration,contact_phase3,during,967,-3.954086089134216,2.2962706164994606
strike,19,ee_acceleration,contact_phase3,post,8093,0.536866980791092,0.06431513650438314
strike,19,ee_acceleration,phase,phase=7,5767,0.6797743439674377,0.03562792843494602
strike,19,ee_acceleration,phase,phase=0,2572,-0.4145044803619385,0.187712948382143
strike,19,ee_acceleration,phase,phase=5,2285,0.36783504486083984,0.06351659753027343
strike,19,contact_force_log1p_mag,all,all,10679,0.4731833815574646,0.1801598079813609
strike,19,contact_force_log1p_mag,contact,0,9768,-0.5976379871368408,0.6190109532022149
strike,19,contact_force_log1p_mag,contact,1,911,-1.1078369140625,1.0304228595179648
strike,19,contact_force_log1p_mag,contact_phase3,pre,1619,1.0,0.0
strike,19,contact_force_log1p_mag,contact_phase3,during,967,-0.8279241800308228,0.39631527258827115
strike,19,contact_force_log1p_mag,contact_phase3,post,8093,-0.7453872442245484,0.4444458325174565
strike,19,contact_force_log1p_mag,phase,phase=7,5767,1.0,0.0
strike,19,contact_force_log1p_mag,phase,phase=0,2572,-0.09421465396881104,0.6448364216739726
strike,19,contact_force_log1p_mag,phase,phase=5,2285,0.5199146628379822,0.1444436672045606
strike,20,ee_position,all,all,10679,0.9847879767417907,0.005696760217599267
strike,20,ee_position,contact,0,9768,0.9796903729438782,0.013649114831638004
strike,20,ee_position,contact,1,911,0.9630281925201416,0.012735365541735192
strike,20,ee_position,contact_phase3,pre,1619,0.9311222076416016,0.061861595224734736
strike,20,ee_position,contact_phase3,during,967,0.9681849479675293,0.009766080703183869
strike,20,ee_position,contact_phase3,post,8093,0.9863952755928039,0.008929919074613525
strike,20,ee_position,phase,phase=7,5767,0.10019968599081039,0.27932312225210437
strike,20,ee_position,phase,phase=0,2572,0.9738911032676697,0.012821994512493396
strike,20,ee_position,phase,phase=5,2285,0.9754055380821228,0.022252055761025732
strike,20,ee_velocity,all,all,10679,0.9412334322929382,0.014157943327185778
strike,20,ee_velocity,contact,0,9768,0.9454816818237305,0.01760279083721816
strike,20,ee_velocity,contact,1,911,0.8771036624908447,0.035044921140262385
strike,20,ee_velocity,contact_phase3,pre,1619,0.47184128761291505,0.5428627594569023
strike,20,ee_velocity,contact_phase3,during,967,0.8691763401031494,0.043290414811723125
strike,20,ee_velocity,contact_phase3,post,8093,0.9511956691741943,0.019662671428382024
strike,20,ee_velocity,phase,phase=7,5767,0.7478266358375549,0.032969744313303274
strike,20,ee_velocity,phase,phase=0,2572,0.8789608597755432,0.02433569794445972
strike,20,ee_velocity,phase,phase=5,2285,0.8862828731536865,0.044270224278012485
strike,20,ee_acceleration,all,all,10679,0.22976752519607543,0.1716548421757257
strike,20,ee_acceleration,contact,0,9768,0.3674297958612442,0.08804763727216725
strike,20,ee_acceleration,contact,1,911,-2.298357701301575,1.2108890146846834
strike,20,ee_acceleration,contact_phase3,pre,1619,-3.256871673464775,3.7296045924169476
strike,20,ee_acceleration,contact_phase3,during,967,-3.7878623723983766,2.5787834970695145
strike,20,ee_acceleration,contact_phase3,post,8093,0.5643753230571746,0.06174249110538055
strike,20,ee_acceleration,phase,phase=7,5767,0.6322523295879364,0.0808146127300953
strike,20,ee_acceleration,phase,phase=0,2572,-0.6152493536472321,0.1828949619816063
strike,20,ee_acceleration,phase,phase=5,2285,0.4630327343940735,0.04105997054483551
strike,20,contact_force_log1p_mag,all,all,10679,0.49367375373840333,0.13714514960386062
strike,20,contact_force_log1p_mag,contact,0,9768,-0.7218230724334717,0.7824723484139975
strike,20,contact_force_log1p_mag,contact,1,911,-1.2514514446258544,0.7874574024282748
strike,20,contact_force_log1p_mag,contact_phase3,pre,1619,1.0,0.0
strike,20,contact_force_log1p_mag,contact_phase3,during,967,-3.2079322814941404,2.027090904679697
strike,20,contact_force_log1p_mag,contact_phase3,post,8093,-0.7006115913391113,0.4085831678188879
strike,20,contact_force_log1p_mag,phase,phase=7,5767,1.0,0.0
strike,20,contact_force_log1p_mag,phase,phase=0,2572,-0.2012539505958557,0.8116661017882065
strike,20,contact_force_log1p_mag,phase,phase=5,2285,0.527322256565094,0.13479327833656035
strike,21,ee_position,all,all,10679,0.9856480956077576,0.004610239889111029
strike,21,ee_position,contact,0,9768,0.979753041267395,0.015205914070552157
strike,21,ee_position,contact,1,911,0.9719164133071899,0.007276545086363283
strike,21,ee_position,contact_phase3,pre,1619,0.932887053489685,0.061166840864228245
strike,21,ee_position,contact_phase3,during,967,0.9769223690032959,0.005952073451094909
strike,21,ee_position,contact_phase3,post,8093,0.9864641308784485,0.008357716491267849
strike,21,ee_position,phase,phase=7,5767,0.12110591158270836,0.18638559496956913
strike,21,ee_position,phase,phase=0,2572,0.9755947351455688,0.01006311268340041
strike,21,ee_position,phase,phase=5,2285,0.9777990460395813,0.01998935071159496
strike,21,ee_velocity,all,all,10679,0.9320063948631286,0.021057554083768002
strike,21,ee_velocity,contact,0,9768,0.9454554438591003,0.016627309234556808
strike,21,ee_velocity,contact,1,911,0.8615990400314331,0.06552117650703958
strike,21,ee_velocity,contact_phase3,pre,1619,0.4041053466498852,0.6260277324198197
strike,21,ee_velocity,contact_phase3,during,967,0.881524634361267,0.02699012757505475
strike,21,ee_velocity,contact_phase3,post,8093,0.9478680610656738,0.019612536450504245
strike,21,ee_velocity,phase,phase=7,5767,0.6805932760238648,0.07115016390189023
strike,21,ee_velocity,phase,phase=0,2572,0.8777267694473266,0.04586914411567227
strike,21,ee_velocity,phase,phase=5,2285,0.8751406192779541,0.04530259039219727
strike,21,ee_acceleration,all,all,10679,0.13046401739120483,0.2872736929804473
strike,21,ee_acceleration,contact,0,9768,0.35059023797512057,0.08965301749862699
strike,21,ee_acceleration,contact,1,911,-2.8082213759422303,1.6576716039455806
strike,21,ee_acceleration,contact_phase3,pre,1619,-3.110596203804016,3.4216068227701055
strike,21,ee_acceleration,contact_phase3,during,967,-3.7621824979782104,2.9092636179403426
strike,21,ee_acceleration,contact_phase3,post,8093,0.5082656800746918,0.07448168064088692
strike,21,ee_acceleration,phase,phase=7,5767,0.5893595933914184,0.08172049611066785
strike,21,ee_acceleration,phase,phase=0,2572,-0.6841722130775452,0.36681647701699244
strike,21,ee_acceleration,phase,phase=5,2285,0.41214556694030763,0.08307004228035675
strike,21,contact_force_log1p_mag,all,all,10679,0.4952139973640442,0.16133916223003916
strike,21,contact_force_log1p_mag,contact,0,9768,-0.5926823854446411,0.6022442929627064
strike,21,contact_force_log1p_mag,contact,1,911,-2.1910959005355837,2.711696514126643
strike,21,contact_force_log1p_mag,contact_phase3,pre,1619,1.0,0.0
strike,21,contact_force_log1p_mag,contact_phase3,during,967,-2.588453459739685,1.8772336550019448
strike,21,contact_force_log1p_mag,contact_phase3,post,8093,-0.7205327033996582,0.44093662810419854
strike,21,contact_force_log1p_mag,phase,phase=7,5767,1.0,0.0
strike,21,contact_force_log1p_mag,phase,phase=0,2572,0.00924091339111328,0.5278857928082309
strike,21,contact_force_log1p_mag,phase,phase=5,2285,0.34118603467941283,0.16467720287991017
strike,22,ee_position,all,all,10679,0.9881567835807801,0.003863984364112036
strike,22,ee_position,contact,0,9768,0.9848116636276245,0.009249172069200192
strike,22,ee_position,contact,1,911,0.9685503602027893,0.01144966973032382
strike,22,ee_position,contact_phase3,pre,1619,0.9259689211845398,0.06771152888903809
strike,22,ee_position,contact_phase3,during,967,0.9709864974021911,0.009549556017189617
strike,22,ee_position,contact_phase3,post,8093,0.9887182354927063,0.0065987040249480535
strike,22,ee_position,phase,phase=7,5767,0.06705015897750854,0.32869826721078027
strike,22,ee_position,phase,phase=0,2572,0.9759591341018676,0.012651910133232006
strike,22,ee_position,phase,phase=5,2285,0.9792588949203491,0.018600467019282484
strike,22,ee_velocity,all,all,10679,0.9286234736442566,0.03620538707562339
strike,22,ee_velocity,contact,0,9768,0.9432607769966126,0.026247091889094663
strike,22,ee_velocity,contact,1,911,0.8960161089897156,0.01330648744224268
strike,22,ee_velocity,contact_phase3,pre,1619,0.6095842353999614,0.3574820720599285
strike,22,ee_velocity,contact_phase3,during,967,0.9018776774406433,0.022263720559478103
strike,22,ee_velocity,contact_phase3,post,8093,0.9534734725952149,0.016439837880051485
strike,22,ee_velocity,phase,phase=7,5767,0.6979812026023865,0.15345888636204277
strike,22,ee_velocity,phase,phase=0,2572,0.8976843237876893,0.032002715125559994
strike,22,ee_velocity,phase,phase=5,2285,0.8892151713371277,0.05310879108439328
strike,22,ee_acceleration,all,all,10679,0.13810819685459136,0.30627559816462746
strike,22,ee_acceleration,contact,0,9768,0.34870375096797945,0.13322729829486704
strike,22,ee_acceleration,contact,1,911,-3.0284082651138307,2.1134625445120485
strike,22,ee_acceleration,contact_phase3,pre,1619,-2.092578709125519,2.0541506884202967
strike,22,ee_acceleration,contact_phase3,during,967,-3.33606333732605,1.025853226447561
strike,22,ee_acceleration,contact_phase3,post,8093,0.5336475133895874,0.04521624133944032
strike,22,ee_acceleration,phase,phase=7,5767,0.61888587474823,0.07350389584277876
strike,22,ee_acceleration,phase,phase=0,2572,-0.7207034885883331,0.3030945319895903
strike,22,ee_acceleration,phase,phase=5,2285,0.4042879581451416,0.10453854108082157
strike,22,contact_force_log1p_mag,all,all,10679,0.4336382031440735,0.18606263736781026
strike,22,contact_force_log1p_mag,contact,0,9768,-0.6184371948242188,0.658100741221237
strike,22,contact_force_log1p_mag,contact,1,911,-2.1126984000205993,3.589734895494262
strike,22,contact_force_log1p_mag,contact_phase3,pre,1619,1.0,0.0
strike,22,contact_force_log1p_mag,contact_phase3,during,967,-1.6040579795837402,1.2080490051625297
strike,22,contact_force_log1p_mag,contact_phase3,post,8093,-0.7054810285568237,0.5222734138747955
strike,22,contact_force_log1p_mag,phase,phase=7,5767,1.0,0.0
strike,22,contact_force_log1p_mag,phase,phase=0,2572,0.2260243535041809,0.42745978715163674
strike,22,contact_force_log1p_mag,phase,phase=5,2285,0.5464548945426941,0.131828100118818
strike,23,ee_position,all,all,10679,0.9877710700035095,0.004282813607539503
strike,23,ee_position,contact,0,9768,0.9835382580757142,0.01052033788297322
strike,23,ee_position,contact,1,911,0.9691270351409912,0.01344626210767373
strike,23,ee_position,contact_phase3,pre,1619,0.938370430469513,0.05111321803656093
strike,23,ee_position,contact_phase3,during,967,0.9724868774414063,0.004554992078951958
strike,23,ee_position,contact_phase3,post,8093,0.9884269595146179,0.00714487396106509
strike,23,ee_position,phase,phase=7,5767,-0.02070562019944191,0.310564610627888
strike,23,ee_position,phase,phase=0,2572,0.9777037262916565,0.00542596767060621
strike,23,ee_position,phase,phase=5,2285,0.9778396964073182,0.02190402787237402
strike,23,ee_velocity,all,all,10679,0.9306933283805847,0.030285332329517654
strike,23,ee_velocity,contact,0,9768,0.9423107504844666,0.033603790934635454
strike,23,ee_velocity,contact,1,911,0.9055525302886963,0.015429629169366457
strike,23,ee_velocity,contact_phase3,pre,1619,0.5099938392639161,0.49350225769563616
strike,23,ee_velocity,contact_phase3,during,967,0.8943856358528137,0.030231810841651163
strike,23,ee_velocity,contact_phase3,post,8093,0.9502787113189697,0.01923947694581477
strike,23,ee_velocity,phase,phase=7,5767,0.7322660326957703,0.09415642020476019
strike,23,ee_velocity,phase,phase=0,2572,0.8643839001655579,0.055578499625750004
strike,23,ee_velocity,phase,phase=5,2285,0.8822616696357727,0.06570978718928282
strike,23,ee_acceleration,all,all,10679,-0.034767431765794755,0.5874446237270853
strike,23,ee_acceleration,contact,0,9768,0.28207652270793915,0.21318828384501942
strike,23,ee_acceleration,contact,1,911,-1.2414130687713623,0.12457541120118541
strike,23,ee_acceleration,contact_phase3,pre,1619,-2.8824115306138993,4.0197634440422485
strike,23,ee_acceleration,contact_phase3,during,967,-3.2571312189102173,1.0675182092377848
strike,23,ee_acceleration,contact_phase3,post,8093,0.5128092527389526,0.07265779640763553
strike,23,ee_acceleration,phase,phase=7,5767,0.6268200278282166,0.07370102231625653
strike,23,ee_acceleration,phase,phase=0,2572,-0.8348940402269364,0.4986179155860437
strike,23,ee_acceleration,phase,phase=5,2285,0.3855581521987915,0.06983232760241762
strike,23,contact_force_log1p_mag,all,all,10679,0.49294244050979613,0.1744090425015266
strike,23,contact_force_log1p_mag,contact,0,9768,-0.6198397397994995,0.6164046983417638
strike,23,contact_force_log1p_mag,contact,1,911,-3.3457907676696776,2.3603309782315285
strike,23,contact_force_log1p_mag,contact_phase3,pre,1619,1.0,0.0
strike,23,contact_force_log1p_mag,contact_phase3,during,967,-2.3190359115600585,1.5832794194723085
strike,23,contact_force_log1p_mag,contact_phase3,post,8093,-0.683234453201294,0.40551533583034177
strike,23,contact_force_log1p_mag,phase,phase=7,5767,1.0,0.0
strike,23,contact_force_log1p_mag,phase,phase=0,2572,0.3283148169517517,0.27810501406253674
strike,23,contact_force_log1p_mag,phase,phase=5,2285,0.518475329875946,0.11775906162479888
reach,0,ee_position,all,all,14100,-0.8072122871875763,0.4429651643896254
reach,0,ee_position,phase,phase=7,13208,-0.7621008366346359,0.36889561692964873
reach,0,ee_position,phase,phase=0,892,-25.294158992171287,35.13879126370628
reach,0,ee_velocity,all,all,14100,-0.8167912840843201,0.24993170565829745
reach,0,ee_velocity,phase,phase=7,13208,-0.9766101479530335,0.20223361364654976
reach,0,ee_velocity,phase,phase=0,892,-22.129738903045656,23.30628101312147
reach,0,ee_acceleration,all,all,14100,-0.24064093828201294,0.06411635029848167
reach,0,ee_acceleration,phase,phase=7,13208,-0.2775606870651245,0.08008796043109678
reach,0,ee_acceleration,phase,phase=0,892,-21.91986999511719,11.899864983005934
reach,1,ee_position,all,all,14100,-0.44957850873470306,0.19937006951138314
reach,1,ee_position,phase,phase=7,13208,-0.1792752757668495,0.2851911453273935
reach,1,ee_position,phase,phase=0,892,-4.666534790396691,7.203780075820342
reach,1,ee_velocity,all,all,14100,-3.0679869174957277,0.8431647647467271
reach,1,ee_velocity,phase,phase=7,13208,-4.199360322952271,0.6962352311759381
reach,1,ee_velocity,phase,phase=0,892,-5.509002733230591,5.1338517606386045
reach,1,ee_acceleration,all,all,14100,-1.1093145251274108,0.2628837646214814
reach,1,ee_acceleration,phase,phase=7,13208,-1.518402671813965,0.3786911044393757
reach,1,ee_acceleration,phase,phase=0,892,-11.779561376571655,7.116821692282891
reach,2,ee_position,all,all,14100,-0.08500294806435704,0.1008473136788086
reach,2,ee_position,phase,phase=7,13208,-0.07863452732563019,0.25917369265259277
reach,2,ee_position,phase,phase=0,892,-2.0566097140312194,3.5988401578781226
reach,2,ee_velocity,all,all,14100,-4.433357429504395,0.7538552978261318
reach,2,ee_velocity,phase,phase=7,13208,-5.378607749938965,0.8791990230833052
reach,2,ee_velocity,phase,phase=0,892,-4.130857574939728,6.194127111655861
reach,2,ee_acceleration,all,all,14100,-1.638611626625061,0.48073153219257747
reach,2,ee_acceleration,phase,phase=7,13208,-2.081766891479492,0.5674972089131588
reach,2,ee_acceleration,phase,phase=0,892,-5.4780469059944155,2.9623133590914685
reach,3,ee_position,all,all,14100,0.2634042521705851,0.20730124381307607
reach,3,ee_position,phase,phase=7,13208,0.25845618546009064,0.09706800143176228
reach,3,ee_position,phase,phase=0,892,-3.4806306660175323,6.7359453771934215
reach,3,ee_velocity,all,all,14100,-6.515852069854736,1.553044026742275
reach,3,ee_velocity,phase,phase=7,13208,-7.602851009368896,0.7759457320769428
reach,3,ee_velocity,phase,phase=0,892,-5.706717836856842,7.270555868755615
reach,3,ee_acceleration,all,all,14100,-2.7870632648468017,0.5783545423486192
reach,3,ee_acceleration,phase,phase=7,13208,-3.3754852294921873,0.8083461415324918
reach,3,ee_acceleration,phase,phase=0,892,-17.674556523561478,10.507583283335352
reach,4,ee_position,all,all,14100,0.37786219716072084,0.10595172375307658
reach,4,ee_position,phase,phase=7,13208,0.37936789691448214,0.11302635474153049
reach,4,ee_position,phase,phase=0,892,-1.9173455238342285,3.9018385923091583
reach,4,ee_velocity,all,all,14100,-3.702352428436279,0.811623213369199
reach,4,ee_velocity,phase,phase=7,13208,-4.615997409820556,0.5640525285869008
reach,4,ee_velocity,phase,phase=0,892,-2.433099400997162,2.4296692621953664
reach,4,ee_acceleration,all,all,14100,-1.618010401725769,0.2620078056033791
reach,4,ee_acceleration,phase,phase=7,13208,-2.0085675716400146,0.4454209672478388
reach,4,ee_acceleration,phase,phase=0,892,-14.906507468223571,16.48360985028651
reach,5,ee_position,all,all,14100,0.43556992411613465,0.09998459667886762
reach,5,ee_position,phase,phase=7,13208,0.44564604461193086,0.18924138462200515
reach,5,ee_position,phase,phase=0,892,-1.7725430130958557,3.5287045888574555
reach,5,ee_velocity,all,all,14100,-2.329398584365845,0.5540673185921127
reach,5,ee_velocity,phase,phase=7,13208,-2.7446188926696777,0.27487806719657787
reach,5,ee_velocity,phase,phase=0,892,-2.316430115699768,2.3490650372083124
reach,5,ee_acceleration,all,all,14100,-1.6424993991851806,0.2292037050511936
reach,5,ee_acceleration,phase,phase=7,13208,-1.9424167633056642,0.3353151477322878
reach,5,ee_acceleration,phase,phase=0,892,-8.010995483398437,4.191510075578112
reach,6,ee_position,all,all,14100,0.538938844203949,0.0847693137070035
reach,6,ee_position,phase,phase=7,13208,0.6140717625617981,0.04351335438269634
reach,6,ee_position,phase,phase=0,892,-1.9987125039100646,4.01668779105873
reach,6,ee_velocity,all,all,14100,-1.7271504402160645,0.2687406968860892
reach,6,ee_velocity,phase,phase=7,13208,-1.7942955493927002,0.23258389881919564
reach,6,ee_velocity,phase,phase=0,892,-2.2817541375756263,3.9768600182874265
reach,6,ee_acceleration,all,all,14100,-1.1435969948768616,0.26372021554667335
reach,6,ee_acceleration,phase,phase=7,13208,-1.269116759300232,0.2470485961269125
reach,6,ee_acceleration,phase,phase=0,892,-8.512362861633301,4.175609953703
reach,7,ee_position,all,all,14100,0.63557208776474,0.050053441332175416
reach,7,ee_position,phase,phase=7,13208,0.6560327410697937,0.0651568428565106
reach,7,ee_position,phase,phase=0,892,-2.165495240688324,4.204864630949464
reach,7,ee_velocity,all,all,14100,-1.0734885334968567,0.29897066780332654
reach,7,ee_velocity,phase,phase=7,13208,-1.4579845428466798,0.26572772782907333
reach,7,ee_velocity,phase,phase=0,892,-1.1341921113431455,1.9681465687836297
reach,7,ee_acceleration,all,all,14100,-1.2809755444526671,0.4810511267696882
reach,7,ee_acceleration,phase,phase=7,13208,-1.2625348091125488,0.2574856711014952
reach,7,ee_acceleration,phase,phase=0,892,-14.160975658893586,10.720915404329409
reach,8,ee_position,all,all,14100,0.667655885219574,0.05436957905489936
reach,8,ee_position,phase,phase=7,13208,0.7165757894515992,0.06080277132966509
reach,8,ee_position,phase,phase=0,892,-1.8445071816444396,4.478265223112247
reach,8,ee_velocity,all,all,14100,-0.8261346697807312,0.21486022126611934
reach,8,ee_velocity,phase,phase=7,13208,-0.9601313591003418,0.24833848938351624
reach,8,ee_velocity,phase,phase=0,892,-0.9573879119008779,1.8480442076114862
reach,8,ee_acceleration,all,all,14100,-0.8495074391365052,0.21898242246449967
reach,8,ee_acceleration,phase,phase=7,13208,-0.8572040796279907,0.14228907109872807
reach,8,ee_acceleration,phase,phase=0,892,-15.081552016735078,14.331631915562783
reach,9,ee_position,all,all,14100,0.742767059803009,0.03243807152439662
