task,layer,target,condition_type,condition_value,n_windows,r2_mean,r2_std
push,9,ee_acceleration,contact_phase3,during,3842,-2.0814156770706176,1.0949575535007479
push,9,ee_acceleration,contact_phase3,post,6759,-1.098959392309189,0.4477452459141864
push,9,ee_acceleration,phase,phase=0,7155,-0.7878061175346375,0.2306172380321705
push,9,ee_acceleration,phase,phase=7,3291,0.21812509782612324,0.13391611413904855
push,9,ee_acceleration,phase,phase=5,3210,-0.5887544572353363,0.27316138519806743
push,9,contact_force_log1p_mag,all,all,13656,0.4794981837272644,0.20850519408389467
push,9,contact_force_log1p_mag,contact,0,10286,-1.026819372177124,1.0909458259607445
push,9,contact_force_log1p_mag,contact,1,3370,0.002995800971984863,0.15148521548112226
push,9,contact_force_log1p_mag,contact_phase3,pre,3055,-0.000782012939453125,0.00156402587890625
push,9,contact_force_log1p_mag,contact_phase3,during,3842,-0.21816664934158325,0.18668273496739615
push,9,contact_force_log1p_mag,contact_phase3,post,6759,-0.9390460729599,1.1557537630100516
push,9,contact_force_log1p_mag,phase,phase=0,7155,0.4935826897621155,0.0932665433681393
push,9,contact_force_log1p_mag,phase,phase=7,3291,1.0,0.0
push,9,contact_force_log1p_mag,phase,phase=5,3210,-1.4896856784820556,0.5231537746408588
push,10,ee_position,all,all,13656,0.9571636080741882,0.02055217029930421
push,10,ee_position,contact,0,10286,0.964722740650177,0.008732947591082263
push,10,ee_position,contact,1,3370,0.9278632164001465,0.053907581974624606
push,10,ee_position,contact_phase3,pre,3055,0.9625579953193665,0.016547030668440384
push,10,ee_position,contact_phase3,during,3842,0.9261373996734619,0.05085995259398139
push,10,ee_position,contact_phase3,post,6759,0.9282766819000244,0.03687072728144788
push,10,ee_position,phase,phase=0,7155,0.9444368362426758,0.03151990050404307
push,10,ee_position,phase,phase=7,3291,-0.024278756976127625,0.2900378555424857
push,10,ee_position,phase,phase=5,3210,0.9459390878677368,0.050764751817249903
push,10,ee_velocity,all,all,13656,0.8641169548034668,0.030947355187240812
push,10,ee_velocity,contact,0,10286,0.8695040941238403,0.01368878650221038
push,10,ee_velocity,contact,1,3370,0.7256742477416992,0.05578569624498715
push,10,ee_velocity,contact_phase3,pre,3055,0.5574278354644775,0.45570197567058135
push,10,ee_velocity,contact_phase3,during,3842,0.6241343021392822,0.06651530075309595
push,10,ee_velocity,contact_phase3,post,6759,0.8144628882408143,0.03549532302793356
push,10,ee_velocity,phase,phase=0,7155,0.8248766422271728,0.02072920267586555
push,10,ee_velocity,phase,phase=7,3291,0.6054699897766114,0.05179799061752135
push,10,ee_velocity,phase,phase=5,3210,0.6711489677429199,0.03804648731517682
push,10,ee_acceleration,all,all,13656,-0.2868735074996948,0.09979700971361251
push,10,ee_acceleration,contact,0,10286,-0.313241708278656,0.15225487792522435
push,10,ee_acceleration,contact,1,3370,-2.576987862586975,0.7582048462824287
push,10,ee_acceleration,contact_phase3,pre,3055,-2.6653321504592897,0.9413823696526136
push,10,ee_acceleration,contact_phase3,during,3842,-2.5506323337554933,1.6693924173955763
push,10,ee_acceleration,contact_phase3,post,6759,-0.9652617335319519,0.6623887938385825
push,10,ee_acceleration,phase,phase=0,7155,-0.9240297794342041,0.22121940755721406
push,10,ee_acceleration,phase,phase=7,3291,0.22659445852041243,0.13794395704201468
push,10,ee_acceleration,phase,phase=5,3210,-0.5217789456248283,0.2681419849593638
push,10,contact_force_log1p_mag,all,all,13656,0.5168883800506592,0.2198067666965606
push,10,contact_force_log1p_mag,contact,0,10286,-0.9417915940284729,0.8966544305831389
push,10,contact_force_log1p_mag,contact,1,3370,0.061401116847991946,0.15923839185729197
push,10,contact_force_log1p_mag,contact_phase3,pre,3055,-0.000782012939453125,0.00156402587890625
push,10,contact_force_log1p_mag,contact_phase3,during,3842,-0.10078059434890747,0.15631481546081216
push,10,contact_force_log1p_mag,contact_phase3,post,6759,-1.0119478225708007,1.0642501122572385
push,10,contact_force_log1p_mag,phase,phase=0,7155,0.5237359881401062,0.12515299346790465
push,10,contact_force_log1p_mag,phase,phase=7,3291,1.0,0.0
push,10,contact_force_log1p_mag,phase,phase=5,3210,-1.4936578750610352,0.7790119890662364
push,11,ee_position,all,all,13656,0.9573628425598144,0.02079227315793253
push,11,ee_position,contact,0,10286,0.963457465171814,0.009513213125878063
push,11,ee_position,contact,1,3370,0.9231250762939454,0.054175582399669034
push,11,ee_position,contact_phase3,pre,3055,0.9610228061676025,0.014265768482976738
push,11,ee_position,contact_phase3,during,3842,0.9329035758972168,0.04693912737889075
push,11,ee_position,contact_phase3,post,6759,0.9254838228225708,0.04085742132054434
push,11,ee_position,phase,phase=0,7155,0.9451736807823181,0.04176352537552932
push,11,ee_position,phase,phase=7,3291,-0.11258767526596784,0.33655349490812514
push,11,ee_position,phase,phase=5,3210,0.9519445538520813,0.03934336147787104
push,11,ee_velocity,all,all,13656,0.870209014415741,0.03441035619597845
push,11,ee_velocity,contact,0,10286,0.8825182914733887,0.005311716362401547
push,11,ee_velocity,contact,1,3370,0.7333985686302185,0.04409686810244419
push,11,ee_velocity,contact_phase3,pre,3055,0.5682851999998093,0.38821311924222984
push,11,ee_velocity,contact_phase3,during,3842,0.6599464654922486,0.06632359628530032
push,11,ee_velocity,contact_phase3,post,6759,0.7958920001983643,0.053801281347306454
push,11,ee_velocity,phase,phase=0,7155,0.8243558168411255,0.01761557871212031
push,11,ee_velocity,phase,phase=7,3291,0.5049373924732208,0.08787880279364563
push,11,ee_velocity,phase,phase=5,3210,0.6525338888168335,0.08958587076400919
push,11,ee_acceleration,all,all,13656,-0.22256657481193542,0.06628378769030824
push,11,ee_acceleration,contact,0,10286,-0.28106032907962797,0.1273442758808403
push,11,ee_acceleration,contact,1,3370,-2.6394128799438477,0.45517132312408903
push,11,ee_acceleration,contact_phase3,pre,3055,-3.5187519550323487,2.4541550164745387
push,11,ee_acceleration,contact_phase3,during,3842,-2.097662925720215,0.9038238221914867
push,11,ee_acceleration,contact_phase3,post,6759,-0.8569849357008934,0.6847169907348302
push,11,ee_acceleration,phase,phase=0,7155,-0.9068640112876892,0.4814494627176006
push,11,ee_acceleration,phase,phase=7,3291,0.1528402015566826,0.3504826974420822
push,11,ee_acceleration,phase,phase=5,3210,-0.47256600856781006,0.24494553369248337
push,11,contact_force_log1p_mag,all,all,13656,0.4281038999557495,0.2796660875500265
push,11,contact_force_log1p_mag,contact,0,10286,-0.8909940600395203,1.10524852170797
push,11,contact_force_log1p_mag,contact,1,3370,0.029700887203216553,0.36696373620612827
push,11,contact_force_log1p_mag,contact_phase3,pre,3055,-0.000782012939453125,0.00156402587890625
push,11,contact_force_log1p_mag,contact_phase3,during,3842,-0.25885074138641356,0.22284014223561935
push,11,contact_force_log1p_mag,contact_phase3,post,6759,-0.8954772233963013,0.9973595191321805
push,11,contact_force_log1p_mag,phase,phase=0,7155,0.4541629195213318,0.12496610426338946
push,11,contact_force_log1p_mag,phase,phase=7,3291,1.0,0.0
push,11,contact_force_log1p_mag,phase,phase=5,3210,-1.8846600294113158,0.692016742949337
push,12,ee_position,all,all,13656,0.9577991962432861,0.022121199290142866
push,12,ee_position,contact,0,10286,0.9682770013809204,0.006044885706153042
push,12,ee_position,contact,1,3370,0.9367802023887635,0.04005429268807216
push,12,ee_position,contact_phase3,pre,3055,0.9600735425949096,0.014937291080181521
push,12,ee_position,contact_phase3,during,3842,0.9406176805496216,0.037766729458383684
push,12,ee_position,contact_phase3,post,6759,0.9420228838920593,0.02539360229423274
push,12,ee_position,phase,phase=0,7155,0.9446078062057495,0.03250301271269618
push,12,ee_position,phase,phase=7,3291,-0.3215692311525345,0.4345289327859983
push,12,ee_position,phase,phase=5,3210,0.958157229423523,0.03480065006850166
push,12,ee_velocity,all,all,13656,0.8552599549293518,0.04386564144463861
push,12,ee_velocity,contact,0,10286,0.8586299180984497,0.013191195170652514
push,12,ee_velocity,contact,1,3370,0.7138065338134766,0.033223868837314686
push,12,ee_velocity,contact_phase3,pre,3055,0.5387549698352814,0.45667109959455726
push,12,ee_velocity,contact_phase3,during,3842,0.6477012276649475,0.09244234360374497
push,12,ee_velocity,contact_phase3,post,6759,0.8053297758102417,0.02480513727007593
push,12,ee_velocity,phase,phase=0,7155,0.8276021361351014,0.017581532052604557
push,12,ee_velocity,phase,phase=7,3291,0.5081903755664825,0.1481341435424566
push,12,ee_velocity,phase,phase=5,3210,0.6484143853187561,0.07568466094140343
push,12,ee_acceleration,all,all,13656,-0.2238435834646225,0.10759838548747787
push,12,ee_acceleration,contact,0,10286,-0.33403181582689284,0.13397041879020755
push,12,ee_acceleration,contact,1,3370,-2.593658685684204,0.6622658905572036
push,12,ee_acceleration,contact_phase3,pre,3055,-4.306871151924133,2.14671095087173
push,12,ee_acceleration,contact_phase3,during,3842,-2.1105504155159,1.3653883575887134
push,12,ee_acceleration,contact_phase3,post,6759,-1.0649151235818863,0.7040448594437713
push,12,ee_acceleration,phase,phase=0,7155,-1.0145680785179139,0.4540665417113194
push,12,ee_acceleration,phase,phase=7,3291,0.32228028289973737,0.17700582767219533
push,12,ee_acceleration,phase,phase=5,3210,-0.40072771310806277,0.11973115917890467
push,12,contact_force_log1p_mag,all,all,13656,0.44990566968917844,0.23843498649402609
push,12,contact_force_log1p_mag,contact,0,10286,-0.8586345791816712,1.149122718705978
push,12,contact_force_log1p_mag,contact,1,3370,-0.03367768526077271,0.4638710528366327
push,12,contact_force_log1p_mag,contact_phase3,pre,3055,-0.000782012939453125,0.00156402587890625
push,12,contact_force_log1p_mag,contact_phase3,during,3842,-0.43400055170059204,0.5945826091541733
push,12,contact_force_log1p_mag,contact_phase3,post,6759,-0.9271022915840149,1.0867374245801695
push,12,contact_force_log1p_mag,phase,phase=0,7155,0.44216437339782716,0.16592883518534696
push,12,contact_force_log1p_mag,phase,phase=7,3291,1.0,0.0
push,12,contact_force_log1p_mag,phase,phase=5,3210,-1.7978576183319093,0.6884510177588199
push,13,ee_position,all,all,13656,0.968580174446106,0.013529005524341687
push,13,ee_position,contact,0,10286,0.973267424106598,0.00934932758130262
push,13,ee_position,contact,1,3370,0.9446994304656983,0.035050166670536655
push,13,ee_position,contact_phase3,pre,3055,0.9703683972358703,0.015246979184301778
push,13,ee_position,contact_phase3,during,3842,0.9480645179748535,0.030703372463288768
push,13,ee_position,contact_phase3,post,6759,0.9373784065246582,0.03903270093290356
push,13,ee_position,phase,phase=0,7155,0.9598932981491088,0.022029459540363307
push,13,ee_position,phase,phase=7,3291,-0.19280533641576766,0.3322591563190978
push,13,ee_position,phase,phase=5,3210,0.9566062331199646,0.03947996171712717
push,13,ee_velocity,all,all,13656,0.8580629229545593,0.044038744814347316
push,13,ee_velocity,contact,0,10286,0.8790432810783386,0.015953793552768214
push,13,ee_velocity,contact,1,3370,0.7239386081695557,0.04009998741852492
push,13,ee_velocity,contact_phase3,pre,3055,0.6820378482341767,0.2798165432730408
push,13,ee_velocity,contact_phase3,during,3842,0.6596555590629578,0.1059305920644058
push,13,ee_velocity,contact_phase3,post,6759,0.8354114294052124,0.05597806477675481
push,13,ee_velocity,phase,phase=0,7155,0.8192140460014343,0.024598573390818185
push,13,ee_velocity,phase,phase=7,3291,0.5167107045650482,0.13797284226574522
push,13,ee_velocity,phase,phase=5,3210,0.737033748626709,0.056998317165188155
push,13,ee_acceleration,all,all,13656,-0.17639937549829482,0.08105157451675699
push,13,ee_acceleration,contact,0,10286,-0.25006086081266404,0.10262289708270673
push,13,ee_acceleration,contact,1,3370,-2.062031292915344,0.6420524040544676
push,13,ee_acceleration,contact_phase3,pre,3055,-2.7699464321136475,1.6722975815434376
push,13,ee_acceleration,contact_phase3,during,3842,-1.9143821239471435,0.9987038228442854
push,13,ee_acceleration,contact_phase3,post,6759,-0.6848862737417221,0.38766778455933565
push,13,ee_acceleration,phase,phase=0,7155,-0.7553092658519744,0.1983118224881989
push,13,ee_acceleration,phase,phase=7,3291,0.03059234470129013,0.15226585696056294
push,13,ee_acceleration,phase,phase=5,3210,-0.021146562229841948,0.09874551225039578
push,13,contact_force_log1p_mag,all,all,13656,0.49182928800582887,0.23867691647730582
push,13,contact_force_log1p_mag,contact,0,10286,-0.6075719356536865,0.9103266038301491
push,13,contact_force_log1p_mag,contact,1,3370,0.08246541023254395,0.16223592823775662
push,13,contact_force_log1p_mag,contact_phase3,pre,3055,-0.000782012939453125,0.00156402587890625
push,13,contact_force_log1p_mag,contact_phase3,during,3842,-0.33938415050506593,0.2048124069326726
push,13,contact_force_log1p_mag,contact_phase3,post,6759,-0.8717821121215821,1.0310385920205236
push,13,contact_force_log1p_mag,phase,phase=0,7155,0.3839167356491089,0.19757778753698585
push,13,contact_force_log1p_mag,phase,phase=7,3291,1.0,0.0
push,13,contact_force_log1p_mag,phase,phase=5,3210,-1.7720915079116821,0.8248688215809667
push,14,ee_position,all,all,13656,0.9692868113517761,0.014626968996172985
push,14,ee_position,contact,0,10286,0.9764270305633544,0.00428638381882915
push,14,ee_position,contact,1,3370,0.9424017190933227,0.029370775572871315
push,14,ee_position,contact_phase3,pre,3055,0.9661339163780213,0.016106570480370123
push,14,ee_position,contact_phase3,during,3842,0.9445006370544433,0.03435702163342644
push,14,ee_position,contact_phase3,post,6759,0.9399203062057495,0.03448866753519567
push,14,ee_position,phase,phase=0,7155,0.9611743569374085,0.021380826345549914
push,14,ee_position,phase,phase=7,3291,-0.26196316778659823,0.28731739714290383
push,14,ee_position,phase,phase=5,3210,0.9610801458358764,0.03252222659619527
push,14,ee_velocity,all,all,13656,0.8729092001914978,0.03906932604321224
push,14,ee_velocity,contact,0,10286,0.8887438416481018,0.013081088964996247
push,14,ee_velocity,contact,1,3370,0.7362738013267517,0.05764291817698315
push,14,ee_velocity,contact_phase3,pre,3055,0.6484986841678619,0.39148429133776813
push,14,ee_velocity,contact_phase3,during,3842,0.6918537020683289,0.12137638733823677
push,14,ee_velocity,contact_phase3,post,6759,0.854919171333313,0.03726949090811772
push,14,ee_velocity,phase,phase=0,7155,0.8424320936203002,0.019447724888201526
push,14,ee_velocity,phase,phase=7,3291,0.7283931493759155,0.026095694798752036
push,14,ee_velocity,phase,phase=5,3210,0.7975321054458618,0.03787651966641731
push,14,ee_acceleration,all,all,13656,-0.1424732284620404,0.09060279322140345
push,14,ee_acceleration,contact,0,10286,-0.17303554266691207,0.11158229157450439
push,14,ee_acceleration,contact,1,3370,-2.2609219551086426,0.6822419811947031
push,14,ee_acceleration,contact_phase3,pre,3055,-2.4846869230270388,1.4423736851040234
push,14,ee_acceleration,contact_phase3,during,3842,-1.6520168662071228,0.982927976913369
push,14,ee_acceleration,contact_phase3,post,6759,-0.3564944863319397,0.17764465383899608
push,14,ee_acceleration,phase,phase=0,7155,-0.6412536203861237,0.33960114149442067
push,14,ee_acceleration,phase,phase=7,3291,0.2729544028639793,0.17634315885973173
push,14,ee_acceleration,phase,phase=5,3210,-0.0048204191029071804,0.11383483026576484
push,14,contact_force_log1p_mag,all,all,13656,0.5278236865997314,0.1999082416335915
push,14,contact_force_log1p_mag,contact,0,10286,-0.6787273168563843,0.8407632543209155
push,14,contact_force_log1p_mag,contact,1,3370,0.09154225587844848,0.22744637233376086
push,14,contact_force_log1p_mag,contact_phase3,pre,3055,-0.000782012939453125,0.00156402587890625
push,14,contact_force_log1p_mag,contact_phase3,during,3842,-0.15534526109695435,0.17626507196339108
push,14,contact_force_log1p_mag,contact_phase3,post,6759,-0.542831301689148,0.6951824710211785
push,14,contact_force_log1p_mag,phase,phase=0,7155,0.5061923265457153,0.11193615287743709
push,14,contact_force_log1p_mag,phase,phase=7,3291,1.0,0.0
push,14,contact_force_log1p_mag,phase,phase=5,3210,-0.8763094425201416,0.34302036338520453
push,15,ee_position,all,all,13656,0.9724727749824524,0.01228246786511203
push,15,ee_position,contact,0,10286,0.9770893096923828,0.004331610352337562
push,15,ee_position,contact,1,3370,0.9478217244148255,0.035263427255651715
push,15,ee_position,contact_phase3,pre,3055,0.9672724366188049,0.017079108260393328
push,15,ee_position,contact_phase3,during,3842,0.951199758052826,0.032775337194256064
push,15,ee_position,contact_phase3,post,6759,0.9532954812049865,0.02873526407696461
push,15,ee_position,phase,phase=0,7155,0.965362799167633,0.024768874606372587
push,15,ee_position,phase,phase=7,3291,-0.08226329609751701,0.2795492079874816
push,15,ee_position,phase,phase=5,3210,0.9596403121948243,0.03739162166266031
push,15,ee_velocity,all,all,13656,0.8964619874954224,0.033000456070004056
push,15,ee_velocity,contact,0,10286,0.9088385939598084,0.01303571230937202
push,15,ee_velocity,contact,1,3370,0.7537492394447327,0.07995630083848043
