bin,layer,target,fold,r2,n_train_episodes,n_test_episodes,n_test_windows
low,18,ee_acceleration,1,0.5588889718055725,909,228,40583
low,18,ee_acceleration,2,0.5356355309486389,909,228,40590
low,18,ee_acceleration,3,0.5425547361373901,909,228,40588
low,18,ee_acceleration,4,0.5513639450073242,910,227,40580
low,18,contact_flag,0,0.508111298084259,911,226,40578
low,18,contact_flag,1,0.5329790711402893,909,228,40583
low,18,contact_flag,2,0.5296459794044495,909,228,40590
low,18,contact_flag,3,0.5250133275985718,909,228,40588
low,18,contact_flag,4,0.5260072350502014,910,227,40580
low,18,contact_force_log1p_mag,0,0.39967167377471924,911,226,40578
low,18,contact_force_log1p_mag,1,0.4220789074897766,909,228,40583
low,18,contact_force_log1p_mag,2,0.4139512777328491,909,228,40590
low,18,contact_force_log1p_mag,3,0.42350250482559204,909,228,40588
low,18,contact_force_log1p_mag,4,0.42223668098449707,910,227,40580
low,19,ee_velocity,0,0.9664778709411621,911,226,40578
low,19,ee_velocity,1,0.9669789671897888,909,228,40583
low,19,ee_velocity,2,0.9674059748649597,909,228,40590
low,19,ee_velocity,3,0.967342734336853,909,228,40588
low,19,ee_velocity,4,0.9645742774009705,910,227,40580
low,19,ee_acceleration,0,0.5613104701042175,911,226,40578
low,19,ee_acceleration,1,0.5544091463088989,909,228,40583
low,19,ee_acceleration,2,0.5360757112503052,909,228,40590
low,19,ee_acceleration,3,0.53870689868927,909,228,40588
low,19,ee_acceleration,4,0.5441460013389587,910,227,40580
low,19,contact_flag,0,0.5035781860351562,911,226,40578
low,19,contact_flag,1,0.5331062078475952,909,228,40583
low,19,contact_flag,2,0.5256432294845581,909,228,40590
low,19,contact_flag,3,0.5288484692573547,909,228,40588
low,19,contact_flag,4,0.5270401239395142,910,227,40580
low,19,contact_force_log1p_mag,0,0.39740633964538574,911,226,40578
low,19,contact_force_log1p_mag,1,0.42117905616760254,909,228,40583
low,19,contact_force_log1p_mag,2,0.4141509532928467,909,228,40590
low,19,contact_force_log1p_mag,3,0.4247583746910095,909,228,40588
low,19,contact_force_log1p_mag,4,0.42167067527770996,910,227,40580
low,20,ee_velocity,0,0.9672217965126038,911,226,40578
low,20,ee_velocity,1,0.9681646823883057,909,228,40583
low,20,ee_velocity,2,0.968065083026886,909,228,40590
low,20,ee_velocity,3,0.9675458669662476,909,228,40588
low,20,ee_velocity,4,0.9651835560798645,910,227,40580
low,20,ee_acceleration,0,0.5496405363082886,911,226,40578
low,20,ee_acceleration,1,0.541850209236145,909,228,40583
low,20,ee_acceleration,2,0.5226194858551025,909,228,40590
low,20,ee_acceleration,3,0.5254025459289551,909,228,40588
low,20,ee_acceleration,4,0.5369975566864014,910,227,40580
low,20,contact_flag,0,0.502627968788147,911,226,40578
low,20,contact_flag,1,0.5274176597595215,909,228,40583
low,20,contact_flag,2,0.5248962640762329,909,228,40590
low,20,contact_flag,3,0.5270648002624512,909,228,40588
low,20,contact_flag,4,0.5191224217414856,910,227,40580
low,20,contact_force_log1p_mag,0,0.3989747166633606,911,226,40578
low,20,contact_force_log1p_mag,1,0.4178694486618042,909,228,40583
low,20,contact_force_log1p_mag,2,0.4190008044242859,909,228,40590
low,20,contact_force_log1p_mag,3,0.4283883571624756,909,228,40588
low,20,contact_force_log1p_mag,4,0.41689687967300415,910,227,40580
low,21,ee_velocity,0,0.968216061592102,911,226,40578
low,21,ee_velocity,1,0.9688296318054199,909,228,40583
low,21,ee_velocity,2,0.9684816598892212,909,228,40590
low,21,ee_velocity,3,0.9678984880447388,909,228,40588
low,21,ee_velocity,4,0.9659059643745422,910,227,40580
low,21,ee_acceleration,0,0.5411271452903748,911,226,40578
low,21,ee_acceleration,1,0.5354260802268982,909,228,40583
low,21,ee_acceleration,2,0.5196654200553894,909,228,40590
low,21,ee_acceleration,3,0.5218270421028137,909,228,40588
low,21,ee_acceleration,4,0.5297044515609741,910,227,40580
low,21,contact_flag,0,0.5077255368232727,911,226,40578
low,21,contact_flag,1,0.5283406972885132,909,228,40583
low,21,contact_flag,2,0.5292514562606812,909,228,40590
low,21,contact_flag,3,0.5328023433685303,909,228,40588
low,21,contact_flag,4,0.5244119167327881,910,227,40580
low,21,contact_force_log1p_mag,0,0.404945433139801,911,226,40578
low,21,contact_force_log1p_mag,1,0.4229539632797241,909,228,40583
low,21,contact_force_log1p_mag,2,0.41940438747406006,909,228,40590
low,21,contact_force_log1p_mag,3,0.42989397048950195,909,228,40588
low,21,contact_force_log1p_mag,4,0.4220578074455261,910,227,40580
low,22,ee_velocity,0,0.9712159037590027,911,226,40578
low,22,ee_velocity,1,0.9710409045219421,909,228,40583
low,22,ee_velocity,2,0.9709042906761169,909,228,40590
low,22,ee_velocity,3,0.9706875681877136,909,228,40588
low,22,ee_velocity,4,0.968389630317688,910,227,40580
low,22,ee_acceleration,0,0.5479254722595215,911,226,40578
low,22,ee_acceleration,1,0.5419720411300659,909,228,40583
low,22,ee_acceleration,2,0.5294848084449768,909,228,40590
low,22,ee_acceleration,3,0.5275485515594482,909,228,40588
low,22,ee_acceleration,4,0.5380652546882629,910,227,40580
low,22,contact_flag,0,0.5042139291763306,911,226,40578
low,22,contact_flag,1,0.5211472511291504,909,228,40583
low,22,contact_flag,2,0.5254745483398438,909,228,40590
low,22,contact_flag,3,0.5317643880844116,909,228,40588
low,22,contact_flag,4,0.5172771215438843,910,227,40580
low,22,contact_force_log1p_mag,0,0.40431326627731323,911,226,40578
low,22,contact_force_log1p_mag,1,0.417011559009552,909,228,40583
